60,91,30,0,3
62,91,25,0,3
115,86,15,0,3
184,88,26,0,3
190,87,15,0,3
269,88,15,0,3
326,94,50,0,3
455,86,10,1,3
460,86,23,0,3
467,86,15,0,3
469,86,14,1,3
662,88,25,0,3
722,86,26,1,3
723,86,39,0,3
737,85,14,0,3
739,85,13,1,3
742,85,30,0,3
900,93,40,0,3
999,85,11,0,3
1007,85,12,0,3
1057,88,18,1,3
1059,88,29,0,3
1064,88,12,1,3
1183,93,38,0,3
1264,85,35,0,3
1279,85,13,0,3
1305,87,11,0,3
1306,87,38,0,3
1307,87,18,0,3
1383,88,21,0,3
1392,88,28,0,3
1477,90,30,0,3
1480,90,24,0,3
1536,85,16,1,3
1538,84,12,0,3
1545,84,12,0,3
1552,84,17,1,3
1555,84,17,0,3
1596,87,18,0,3
1605,87,12,1,3
1699,88,15,1,3
1775,92,50,0,3
1823,90,30,0,3
1834,84,11,0,3
1842,84,11,0,3
1851,83,15,1,3
1859,83,12,0,3
1898,87,20,0,3
1902,87,19,0,3
1984,88,18,0,3
1988,88,25,0,3
2140,82,8,0,3
2142,81,12,1,3
2143,81,18,0,3
2184,86,19,0,3
2272,87,32,0,3
2343,92,40,0,3
2352,92,40,0,3
2481,86,21,0,3
2698,90,20,0,3
2941,87,15,1,3
2946,87,39,0,3
2952,87,12,1,3
2954,87,28,0,3
2976,89,22,0,3
3067,86,13,0,3
3073,86,11,1,3
3085,86,16,0,3
3258,89,25,0,3
3266,89,35,0,3
3366,86,14,1,3
3374,86,15,0,3
3605,87,17,0,3
3608,87,14,0,3
3616,87,19,0,3
3761,91,30,0,3
3763,91,49,0,3
3881,89,20,0,3
3882,89,15,0,3
3903,87,23,0,3
3929,86,12,1,3
4010,91,45,0,3
4024,85,15,0,3
4035,85,14,1,3
4040,85,22,0,3
4047,85,13,0,3
4088,89,100,0,3
4211,86,11,0,3
4334,91,30,0,3
4351,85,13,0,3
4356,85,15,0,3
4588,86,13,0,3
4651,88,13,0,3
4652,88,21,0,3
4653,88,15,0,3
4679,88,25,1,3
4687,85,22,0,3
4702,84,14,0,3
4709,84,13,0,3
4778,86,13,0,3
4780,86,10,0,3
4799,86,16,1,3
4894,90,30,0,3
4952,88,25,1,3
4959,88,50,0,3
4992,84,13,0,3
4993,84,13,0,3
4994,84,12,1,3
4996,84,15,1,3
5192,86,11,0,3
5206,86,15,0,3
5216,86,14,0,3
5217,86,19,0,3
5299,83,28,0,3
5311,90,30,0,3
5460,88,20,0,3
5502,86,9,1,3
5512,85,15,1,3
5581,83,11,0,3
5583,83,22,0,3
5584,83,24,0,3
5588,83,30,0,3
5594,82,24,0,3
5600,82,14,1,3
5733,88,19,1,3
5741,88,20,0,3
5745,88,20,0,3
5755,88,13,0,3
5797,85,19,1,3
5809,85,13,1,3
5812,85,15,1,3
5973,90,50,0,3
5982,90,30,0,3
5996,90,55,0,3
5999,90,25,0,3
6002,81,14,0,3
6003,81,19,0,3
6053,88,27,0,3
6126,85,17,0,3
6127,85,14,0,3
6132,85,11,1,3
6133,85,13,0,3
6142,85,19,1,3
6143,85,11,1,3
6144,85,12,0,3
6329,94,65,0,3
6346,88,13,0,3
6349,88,22,0,3
6350,88,28,0,3
6428,85,12,1,3
6443,85,28,0,3
6648,93,40,0,3
6656,93,90,0,3
6756,84,8,1,3
6762,84,10,1,3
6766,84,17,0,3
6777,84,13,1,3
6830,87,13,0,3
6832,87,14,0,3
6943,93,65,0,3
7106,87,12,0,3
7107,87,22,0,3
7120,84,12,0,3
7121,84,12,0,3
7123,84,17,1,3
7124,84,13,1,3
7126,84,22,0,3
7127,84,15,0,3
7139,83,11,1,3
7314,93,140,0,3
7389,87,23,0,3
7397,87,11,1,3
7408,87,27,0,3
7442,83,13,1,3
7443,83,13,0,3
7462,83,11,0,3
7608,92,140,0,3
7686,89,15,0,3
7722,87,53,0,3
7732,87,17,0,3
7735,87,16,0,3
7770,82,7,1,3
7772,82,12,0,3
7784,81,13,1,3
7788,81,8,1,3
7793,80,13,1,3
7794,80,5,0,3
7934,92,120,0,3
7946,92,120,0,3
8003,89,27,0,3
8021,87,17,0,3
8023,87,14,0,3
8026,87,17,0,3
8027,87,20,0,3
8029,87,22,0,3
8030,87,20,0,3
8034,87,11,1,3
8039,87,17,1,3
8295,92,45,0,3
8334,87,15,0,3
8473,89,20,0,3
8476,89,19,0,3
8599,87,15,0,3
8602,87,15,0,3
8607,86,27,0,3
8633,92,60,0,3
8639,92,40,0,3
8756,89,17,0,3
8852,86,15,1,3
8853,86,25,0,3
8935,92,40,0,3
9070,86,25,0,3
9074,86,15,0,3
9256,91,55,0,3
9331,86,12,0,3
9347,86,13,0,3
9350,86,20,0,3
9351,86,20,0,3
9452,84,13,1,3
9454,84,13,0,3
9459,84,15,0,3
9468,83,13,0,3
9469,83,10,0,3
9474,83,25,0,3
9588,86,15,1,3
9658,88,25,1,3
9781,83,12,0,3
9789,83,9,1,3
9799,82,9,1,3
9800,82,8,0,3
9807,82,12,0,3
9877,88,30,0,3
9880,88,17,0,3
9902,85,13,0,3
9903,85,11,0,3
9928,85,13,0,3
10051,85,13,0,3
10070,85,20,0,3
10166,81,11,0,3
10168,81,12,0,3
10382,85,20,0,3
10398,85,19,0,3
10401,85,18,0,3
10413,88,32,0,3
10418,88,15,0,3
10531,81,16,1,3
10533,80,12,1,3
10619,95,90,0,3
10632,84,14,0,3
10634,84,19,0,3
10647,84,22,0,3
10649,84,19,0,3
10789,94,90,0,3
10800,94,102,0,3
10879,95,100,0,3
10953,84,17,0,3
10960,84,12,0,3
10967,84,13,0,3
10969,84,14,0,3
10970,83,13,0,3
10978,83,14,1,3
11083,94,95,0,3
11164,94,65,0,3
11215,88,15,0,3
11252,83,14,1,3
11257,83,14,0,3
11395,93,230,0,3
11449,92,50,0,3
11452,92,72,0,3
11485,88,33,0,3
11496,94,70,0,3
11555,82,7,0,3
11557,81,12,0,3
11559,81,9,1,3
11561,81,9,0,3
11563,80,16,1,3
11565,80,10,0,3
11671,93,55,0,3
11697,92,30,0,3
11751,92,66,0,3
11928,92,65,0,3
11936,92,30,0,3
12063,92,90,0,3
12089,92,76,0,3
12116,93,135,0,3
12132,92,19,0,3
12155,87,13,0,3
12160,87,22,0,3
12178,87,11,1,3
12284,87,11,1,3
12412,91,75,0,3
12450,92,215,0,3
12468,92,70,0,3
12559,92,120,0,3
12593,87,13,0,3
12596,87,15,0,3
12597,87,15,1,3
12719,93,65,0,3
12775,92,43,0,3
12885,87,35,0,3
13034,91,34,0,3
13067,91,76,0,3
13117,87,35,0,3
13127,87,30,0,3
13131,87,14,0,3
13171,91,28,0,3
13293,91,30,0,3
13438,90,29,0,3
13448,86,11,0,3
13453,86,12,0,3
13454,86,20,0,3
13455,86,20,0,3
13462,86,11,0,3
13464,86,35,0,3
13691,86,13,1,3
13696,86,12,0,3
13704,86,17,0,3
13708,86,14,0,3
13709,86,10,0,3
13714,89,22,0,3
13718,89,90,0,3
13722,89,16,0,3
13723,89,47,0,3
13735,89,32,0,3
13835,87,16,1,3
13840,87,16,0,3
14017,86,13,1,3
14021,86,18,0,3
14035,86,45,0,3
14072,89,37,0,3
14074,89,14,0,3
14080,89,19,0,3
14085,89,22,0,3
14087,89,120,0,3
14095,89,35,0,3
14099,89,30,0,3
14168,87,17,0,3
14198,91,35,0,3
14229,89,18,0,3
14230,89,70,0,3
14310,86,10,0,3
14316,86,19,0,3
14321,86,10,0,3
14331,85,13,0,3
14336,85,15,0,3
14383,86,50,0,3
14393,86,15,0,3
14406,88,100,0,3
14422,88,15,0,3
14467,87,11,0,3
14528,85,20,1,3
14544,85,12,0,3
14545,85,15,0,3
14547,85,10,0,3
14548,85,9,1,3
14611,86,16,1,3
14617,86,17,0,3
14618,86,12,1,3
14625,86,30,0,3
14672,87,11,0,3
14703,88,19,0,3
14732,87,16,0,3
14737,87,15,0,3
14754,86,15,1,3
14807,94,120,0,3
14850,91,18,0,3
14857,91,90,0,3
14889,86,15,1,3
14894,86,11,0,3
14988,93,50,0,3
15039,91,21,0,3
15047,90,40,0,3
15052,90,18,0,3
15053,90,22,0,3
15186,85,9,0,3
15187,85,11,1,3
15191,85,10,0,3
15197,85,9,1,3
15206,85,10,0,3
15207,85,20,0,3
15239,88,18,0,3
15265,92,50,0,3
15333,90,27,0,3
15339,90,18,0,3
15340,90,17,0,3
15463,85,19,0,3
15472,85,18,0,3
15476,85,12,0,3
15479,85,13,0,3
15555,89,15,0,3
15572,92,50,0,3
15582,92,70,0,3
15601,90,20,0,3
15616,90,11,0,3
15617,90,11,0,3
15720,85,12,0,3
15730,85,15,1,3
15742,85,12,0,3
15839,88,50,0,3
15842,91,25,0,3
15863,91,120,0,3
15884,89,18,0,3
15898,89,21,0,3
15905,85,9,1,3
15910,85,8,0,3
15921,84,8,0,3
15946,86,12,0,3
15947,86,12,0,3
15954,86,11,0,3
16054,89,25,0,3
16069,89,18,0,3
16203,91,70,0,3
16208,91,90,0,3
16231,88,11,0,3
16232,88,18,0,3
16259,88,45,0,3
16262,85,12,1,3
16313,87,15,0,3
16336,90,22,0,3
16347,90,30,0,3
16395,88,15,0,3
16398,88,25,0,3
16460,87,50,0,3
16489,90,28,0,3
16493,90,22,0,3
16541,88,15,0,3
16543,88,12,0,3
16546,88,20,0,3
16555,87,30,0,3
16558,87,9,0,3
16614,86,12,0,3
