,235,0,,96,3
,90,1,,96,3
,65,0,,96,3
,65,0,,95,3
,60,0,,95,3
,80,1,,95,3
,48,0,,95,3
,48,0,,95,3
,185,0,,95,3
,90,1,,95,3
,325,0,,95,3
,290,0,,95,3
,75,0,,95,3
,60,1,,95,3
,45,0,,95,3
,57,1,,94,2
,62,0,,94,2
,105,0,,94,2
,60,0,,94,2
,60,0,,94,2
,37,1,,90,2
,42,1,,90,2
,29,0,,90,2
,17,0,,90,2
,55,0,,90,2
,39,0,,90,2
,69,0,,90,2
,30,0,,90,2
,60,0,,90,2
,40,0,,90,2
,68,1,,90,2
,42,1,,90,2
,28,0,,90,2
,18,1,,90,2
,69,0,,90,2
,25,1,,90,2
,30,0,,90,2
,60,0,,90,2
,30,0,,91,2
,36,0,,91,2
,25,0,,91,2
,45,1,,91,2
,23,0,,91,2
,36,0,,91,2
,38,1,,91,2
,85,0,,91,2
,50,0,,91,2
,60,0,,91,2
,85,0,,91,2
,45,0,,91,2
,19,1,,91,2
,15,0,,91,2
,54,0,,91,2
,85,1,,91,2
,38,1,,91,2
,28,0,,91,2
,75,0,,91,2
,42,0,,91,2
,25,0,,91,2
,59,0,,91,2
,85,0,,91,2
,80,0,,91,2
,45,1,,91,2
,22,0,,91,2
,65,0,,91,2
,50,0,,91,2
,10,0,,86,1
,13,1,,86,1
,10,0,,86,1
,14,0,,86,1
,18,1,,86,1
,36,0,,86,1
,15,0,,86,1
,24,1,,86,1
,50,0,,86,1
,48,0,,86,1
,20,1,,86,1
,17,1,,86,1
,12,0,,86,1
,10,1,,86,1
,13,1,,86,1
,45,1,,86,1
,12,0,,86,1
,125,0,,86,1
,25,1,,86,1
,20,1,,86,1
,15,0,,86,1
,15,0,,86,1
,7,0,,86,1
,59,0,,91,2
,49,0,,91,2
,93,1,,91,2
,32,0,,91,2
,20,0,,91,2
,100,0,,90,2
,50,0,,90,2
,45,1,,90,2
,45,1,,90,2
,26,0,,90,2
,16,1,,90,2
,30,0,,90,2
,42,0,,90,2
,38,0,,90,2
,48,0,,90,2
,28,1,,90,2
,25,0,,90,2
,26,1,,90,2
,24,1,,90,2
,55,0,,90,2
,36,0,,90,2
,17,1,,90,2
,40,0,,90,2
,50,0,,89,1
,24,1,,89,1
,21,1,,89,1
,20,0,,89,1
,20,0,,89,1
,19,0,,89,1
,42,0,,89,1
,35,0,,89,1
,16,0,,89,1
,23,1,,89,1
,36,0,,89,1
,25,0,,89,1
,22,0,,89,1
,25,1,,89,1
,42,0,,89,1
,30,0,,89,1
,17,0,,89,1
,49,0,,89,1
,16,0,,89,1
,57,0,,89,1
,29,0,,89,1
,61,0,,89,1
,25,1,,88,1
,25,0,,88,1
,49,0,,88,1
,26,0,,88,1
,34,0,,88,1
,38,0,,88,1
,38,0,,88,1
,22,0,,87,1
,15,0,,87,1
,20,0,,87,1
,25,0,,87,1
,20,0,,87,1
,20,0,,87,1
,25,0,,87,1
,10,1,,87,1
,18,0,,87,1
,18,1,,87,1
,14,1,,87,1
,14,1,,87,1
,40,0,,87,1
,18,0,,87,1
,20,0,,87,1
,11,0,,87,1
,36,0,,87,1
,20,0,,87,1
,32,0,,87,1
,55,0,,93,2
,49,0,,93,2
,50,0,,93,2
,58,0,,93,2
,39,1,,93,2
,65,1,,93,2
,35,0,,93,2
,80,0,,93,2
,42,1,,93,2
,61,1,,93,2
,38,0,,93,2
,48,1,,93,2
,50,0,,93,2
,58,0,,93,2
,120,1,,93,2
,50,0,,93,2
,80,0,,93,2
,40,0,,93,2
,41,0,,93,2
,48,0,,93,2
,200,0,,93,2
,39,0,,93,2
,62,0,,93,2
,43,0,,93,2
,35,1,,92,2
,48,1,,92,2
,55,1,,92,2
,40,0,,92,2
,69,0,,92,2
,16,0,,88,1
,16,1,,88,1
,15,0,,88,1
,13,1,,88,1
,28,1,,88,1
,36,0,,88,1
,24,1,,88,1
,25,0,,88,1
,34,0,,88,1
,60,0,,88,1
,54,0,,88,1
,56,0,,88,1
,20,1,,88,1
,61,0,,88,1
,46,0,,88,1
,40,0,,88,1
,39,0,,88,1
,49,0,,88,1
,23,1,,88,1
,16,1,,88,1
,32,0,,88,1
,18,1,,88,1
,15,0,,88,1
,92,0,,92,2
,94,1,,92,2
,58,1,,92,2
,50,0,,92,2
,32,0,,92,2
,27,1,,92,2
,35,1,,92,2
,95,1,,92,2
,43,0,,92,2
,30,0,,92,2
,100,0,,92,2
,35,0,,92,2
,60,1,,91,2
,16,0,,91,2
,40,1,,91,2
,60,0,,91,2
,100,0,,91,2
,16,1,,91,2
,42,0,,91,2
,20,0,,91,2
,23,1,,91,2
,38,0,,91,2
,32,0,,91,2
,60,0,,94,2
,30,1,,94,2
,85,0,,94,2
,30,1,,94,2
,65,0,,94,2
,57,1,,94,2
,90,0,,94,2
,85,0,,94,2
,70,0,,94,2
,70,0,,94,2
,60,0,,94,2
