Err:522,96,0,,235,1
Err:522,96,1,,90,1
Err:522,96,0,,65,0
Err:522,95,0,,65,0
Err:522,95,0,,60,0
Err:522,95,1,,80,1
Err:522,95,0,,48,0
Err:522,95,0,,48,0
Err:522,95,0,,185,1
Err:522,95,1,,90,1
Err:522,95,0,,325,1
Err:522,95,0,,290,1
Err:522,95,0,,75,0
Err:522,95,1,,60,0
Err:522,95,0,,45,0
Err:522,94,1,,57,0
Err:522,94,0,,62,0
Err:522,94,0,,105,1
Err:522,94,0,,60,0
Err:522,94,0,,60,0
Err:522,90,1,,37,0
Err:522,90,1,,42,0
Err:522,90,0,,29,0
Err:522,90,0,,17,0
Err:522,90,0,,55,0
Err:522,90,0,,39,0
Err:522,90,0,,69,0
Err:522,90,0,,30,0
Err:522,90,0,,60,0
Err:522,90,0,,40,0
Err:522,90,1,,68,0
Err:522,90,1,,42,0
Err:522,90,0,,28,0
Err:522,90,1,,18,0
Err:522,90,0,,69,0
Err:522,90,1,,25,0
Err:522,90,0,,30,0
Err:522,90,0,,60,0
Err:522,91,0,,30,0
Err:522,91,0,,36,0
Err:522,91,0,,25,0
Err:522,91,1,,45,0
Err:522,91,0,,23,0
Err:522,91,0,,36,0
Err:522,91,1,,38,0
Err:522,91,0,,85,1
Err:522,91,0,,50,0
Err:522,91,0,,60,0
Err:522,91,0,,85,1
Err:522,91,0,,45,0
Err:522,91,1,,19,0
Err:522,91,0,,15,0
Err:522,91,0,,54,0
Err:522,91,1,,85,1
Err:522,91,1,,38,0
Err:522,91,0,,28,0
Err:522,91,0,,75,0
Err:522,91,0,,42,0
Err:522,91,0,,25,0
Err:522,91,0,,59,0
Err:522,91,0,,85,1
Err:522,91,0,,80,1
Err:522,91,1,,45,0
Err:522,91,0,,22,0
Err:522,91,0,,65,0
Err:522,91,0,,50,0
Err:522,86,0,,10,0
Err:522,86,1,,13,0
Err:522,86,0,,10,0
Err:522,86,0,,14,0
Err:522,86,1,,18,0
Err:522,86,0,,36,0
Err:522,86,0,,15,0
Err:522,86,1,,24,0
Err:522,86,0,,50,0
Err:522,86,0,,48,0
Err:522,86,1,,20,0
Err:522,86,1,,17,0
Err:522,86,0,,12,0
Err:522,86,1,,10,0
Err:522,86,1,,13,0
Err:522,86,1,,45,0
Err:522,86,0,,12,0
Err:522,86,0,,125,1
Err:522,86,1,,25,0
Err:522,86,1,,20,0
Err:522,86,0,,15,0
Err:522,86,0,,15,0
Err:522,86,0,,7,0
Err:522,91,0,,59,0
Err:522,91,0,,49,0
Err:522,91,1,,93,1
Err:522,91,0,,32,0
Err:522,91,0,,20,0
Err:522,90,0,,100,1
Err:522,90,0,,50,0
Err:522,90,1,,45,0
Err:522,90,1,,45,0
Err:522,90,0,,26,0
Err:522,90,1,,16,0
Err:522,90,0,,30,0
Err:522,90,0,,42,0
Err:522,90,0,,38,0
Err:522,90,0,,48,0
Err:522,90,1,,28,0
Err:522,90,0,,25,0
Err:522,90,1,,26,0
Err:522,90,1,,24,0
Err:522,90,0,,55,0
Err:522,90,0,,36,0
Err:522,90,1,,17,0
Err:522,90,0,,40,0
Err:522,89,0,,50,0
Err:522,89,1,,24,0
Err:522,89,1,,21,0
Err:522,89,0,,20,0
Err:522,89,0,,20,0
Err:522,89,0,,19,0
Err:522,89,0,,42,0
Err:522,89,0,,35,0
Err:522,89,0,,16,0
Err:522,89,1,,23,0
Err:522,89,0,,36,0
Err:522,89,0,,25,0
Err:522,89,0,,22,0
Err:522,89,1,,25,0
Err:522,89,0,,42,0
Err:522,89,0,,30,0
Err:522,89,0,,17,0
Err:522,89,0,,49,0
Err:522,89,0,,16,0
Err:522,89,0,,57,0
Err:522,89,0,,29,0
Err:522,89,0,,61,0
Err:522,88,1,,25,0
Err:522,88,0,,25,0
Err:522,88,0,,49,0
Err:522,88,0,,26,0
Err:522,88,0,,34,0
Err:522,88,0,,38,0
Err:522,88,0,,38,0
Err:522,87,0,,22,0
Err:522,87,0,,15,0
Err:522,87,0,,20,0
Err:522,87,0,,25,0
Err:522,87,0,,20,0
Err:522,87,0,,20,0
Err:522,87,0,,25,0
Err:522,87,1,,10,0
Err:522,87,0,,18,0
Err:522,87,1,,18,0
Err:522,87,1,,14,0
Err:522,87,1,,14,0
