0,1,235,0,0
2,1,90,1,0
3,1,65,0,0
8,1,65,0,0
9,1,60,0,0
10,1,80,1,2
11,1,48,0,0
12,1,48,0,0
14,1,185,0,0
15,1,90,1,0
16,1,325,0,0
18,1,290,0,1
19,1,75,0,0
23,1,60,1,0
24,1,45,0,0
25,1,57,1,6
26,1,62,0,0
27,1,105,0,0
28,1,60,0,0
29,1,60,0,0
31,0,37,1,0
34,0,42,1,0
39,0,29,0,2
40,0,17,0,5
42,0,55,0,0
43,0,39,0,2
44,0,69,0,1
45,0,30,0,2
47,0,60,0,0
49,0,40,0,0
51,0,68,1,1
52,0,42,1,1
53,0,28,0,1
54,0,18,1,0
55,0,69,0,0
57,0,25,1,0
58,0,30,0,0
59,0,60,0,2
60,1,30,0,3
61,1,36,0,8
62,1,25,0,3
63,1,45,1,1
64,1,23,0,7
65,1,36,0,0
66,1,38,1,1
67,1,85,0,0
68,1,50,0,0
69,1,60,0,0
70,1,85,0,0
71,1,45,0,0
73,1,19,1,0
74,1,15,0,7
75,1,54,0,0
76,1,85,1,1
77,1,38,1,0
78,1,28,0,0
79,1,75,0,2
80,1,42,0,0
83,1,59,0,2
84,1,85,0,2
85,1,80,0,2
86,1,45,1,1
87,1,22,0,0
88,1,65,0,0
89,1,50,0,0
90,0,10,0,0
93,0,13,1,0
94,0,10,0,7
95,0,14,0,1
96,0,18,1,0
97,0,36,0,0
98,0,15,0,1
100,0,24,1,0
101,0,50,0,0
103,0,48,0,0
104,0,20,1,0
105,0,17,1,0
106,0,12,0,0
107,0,10,1,0
108,0,13,1,0
109,0,45,1,0
110,0,12,0,7
112,0,125,0,0
113,0,25,1,0
115,0,15,0,3
118,0,15,0,1
119,0,7,0,7
120,1,59,0,0
121,1,49,0,0
123,1,93,1,0
124,1,32,0,0
125,1,20,0,0
126,0,100,0,0
127,0,50,0,0
129,0,45,1,2
131,0,45,1,0
132,0,26,0,0
133,0,16,1,0
134,0,30,0,0
135,0,42,0,0
136,0,38,0,0
137,0,48,0,0
141,0,28,1,0
142,0,25,0,0
143,0,26,1,0
144,0,24,1,0
145,0,55,0,0
146,0,36,0,0
147,0,17,1,5
148,0,40,0,0
150,0,50,0,0
155,0,20,0,4
156,0,20,0,1
159,0,19,0,4
160,0,42,0,0
161,0,35,0,0
163,0,16,0,0
164,0,23,1,0
165,0,36,0,0
166,0,25,0,2
167,0,22,0,2
169,0,25,1,0
170,0,42,0,0
171,0,30,0,4
173,0,49,0,0
174,0,16,0,1
177,0,57,0,2
178,0,29,0,0
179,0,61,0,4
180,0,25,1,0
181,0,25,0,0
182,0,49,0,0
184,0,26,0,3
185,0,34,0,0
186,0,38,0,0
187,0,38,0,0
189,0,22,0,5
190,0,15,0,3
191,0,20,0,1
192,0,25,0,1
193,0,20,0,1
194,0,20,0,1
195,0,25,0,1
196,0,10,1,0
197,0,18,0,0
198,0,18,1,0
199,0,14,1,0
200,0,14,1,0
201,0,40,0,0
202,0,18,0,1
203,0,20,0,1
205,0,11,0,0
206,0,36,0,0
207,0,20,0,0
208,0,32,0,0
210,1,55,0,7
211,1,49,0,2
212,1,50,0,0
213,1,58,0,2
214,1,39,1,1
215,1,65,1,1
217,1,80,0,2
218,1,42,1,1
219,1,61,1,1
221,1,38,0,0
222,1,48,1,1
223,1,50,0,0
224,1,58,0,2
225,1,120,1,1
226,1,50,0,0
227,1,80,0,0
228,1,40,0,0
229,1,41,0,7
230,1,48,0,0
231,1,200,0,0
232,1,39,0,0
233,1,62,0,0
234,1,43,0,2
235,1,35,1,1
236,1,48,1,1
237,1,55,1,1
238,1,40,0,7
239,1,69,0,2
240,0,16,0,1
241,0,16,1,1
243,0,15,0,1
244,0,13,1,1
245,0,28,1,0
246,0,36,0,0
